,title,year,kind,genre,rating,vote,country,language,cast,director,writer,runtime
713,We Were the Mulvaneys,2002.0,tv movie,['Drama'],6.5,565.0,['United States'],['English'],"['Beau Bridges', 'Blythe Danner', 'Tammy Blanchard', 'Tom Guiry', 'Jacob Pitts', 'Mark Famiglietti', 'Shawn Roberts', 'Colin Ferguson', 'Leigh Enns', ""John O'Callaghan"", 'Jon Ted Wynne', 'Wayne Nicklas', 'Chris Sigurdson', 'Muriel Hogue', 'Robert Huculak', 'Janine Theriault', 'Michal Grajewski', 'Victor Cowie', 'Garfield Williams', 'David Gillies', 'B. Pat Burns', 'Raimey Gallant', 'Susan Kelso', 'George R. Robertson', 'Kalyn Bomback', 'Jenny Pudavick', 'Lora Schroeder', 'Lauren Ritz', 'Edgar Governo', 'Chad Panting']",['Peter Werner'],"['Joyce Carol Oates', 'Joyce Eliason', 'Peter Silverman']",82.0
714,A Tale of Lost Times,1964.0,movie,"['Comedy', 'Family', 'Fantasy']",7.1,511.0,['Soviet Union'],['Russian'],"['Oleg Anofriev', 'Grisha Plotkin', 'Sergey Martinson', 'Evgeniy Sokolov', 'Georgiy Vitsin', 'Sergei Karponosov', 'Irina Murzayeva', 'Zinaida Kukushkina', 'Valentina Telegina', 'Tatyana Dontsenko', 'Lyudmila Shagalova', 'Vera Volkova', 'Rina Zelyonaya', 'Lidiya Konstantinova', 'Saveliy Kramarov', 'Mikhail Kulayev', 'Yuri Chekulayev', 'Vadim Grachyov', 'Evgeniy Morgunov', 'Grigoriy Shpigel', 'Yeva Sinelnikova', 'Zoya Fyodorova', 'Nina Grebeshkova', 'Muza Krepkogorskaya', 'Marina Kuznetsova', 'Aleksandra Panova', 'Sergei Romodanov', 'Varvara Ryabtseva', 'Ivan Ryzhov', 'Zhenya Sliseyev', 'Zoya Vasilkova', 'Yan Yanakiyev', 'Nikolai Yudin', 'Margarita Zharova']",['Aleksandr Ptushko'],"['Vladimir Lifshits', 'Evgeniy Shvarts']",25.0
715,Nefertiti Resurrected,2003.0,tv movie,['Documentary'],6.5,124.0,"['United States', 'United Kingdom']",['English'],"['Tamara Tunie', 'Joann Fletcher', 'Jason Yates']",['Matthew Wortman'],"['Gary Parker', 'Shaun Trevisick']",95.0
716,Inserts,1975.0,movie,"['Comedy', 'Drama']",6.3,1559.0,['United Kingdom'],['English'],"['Richard Dreyfuss', 'Jessica Harper', 'Bob Hoskins', 'Veronica Cartwright', 'Stephen Davies']",['John Byrum'],['John Byrum'],55.0
717,Jane Goodall's Wild Chimpanzees,2002.0,movie,['Documentary'],7.6,120.0,"['United States', 'Canada']",['English'],"['Jane Goodall', 'Marc Strange']",['David Lickley'],['Stephen Low'],82.0
718,A Fistful of Dollars,1964.0,movie,"['Action', 'Drama', 'Western']",8.0,206515.0,"['Italy', 'Spain', 'West Germany']","['Italian', 'Spanish']","['Clint Eastwood', 'Marianne Koch', 'Gian Maria Volontè', 'Wolfgang Lukschy', 'Sieghardt Rupp', 'Joseph Egger', 'Antonio Prieto', 'José Calvo', 'Margarita Lozano', 'Daniel Martín', 'Benito Stefanelli', 'Mario Brega', 'Bruno Carotenuto', 'Aldo Sambrell', 'Raf Baldassarre', 'Luis Barboo', 'Frank Braña', 'José Canalejas', 'Juan Cortés', 'Álvaro de Luna', 'Nino del Arco', 'Jose Halufi', 'Lee Miller', 'Antonio Molino Rojo', 'Antonio Moreno', 'Nazzareno Natale', 'José Orjas', 'Manuel Peña', 'Antonio Pica', 'Nosher Powell', 'Julio Pérez Tabernero', 'José Riesgo', 'Lorenzo Robledo', 'Enrique Santiago', 'Umberto Spadaro', 'Fernando Sánchez Polack', 'Peter Tevis', 'William R. Thompkins', 'Edmondo Tieghi', 'Antonio Vico']",['Sergio Leone'],"['Adriano Bolzoni', 'Mark Lowell', 'Víctor Andrés Catena']",90.0
719,Son of Godzilla,1967.0,movie,"['Adventure', 'Sci-Fi']",5.3,4549.0,['Japan'],['Japanese'],"['Tadao Takashima', 'Akira Kubo', 'Beverly Maeda', 'Akihiko Hirata', 'Yoshio Tsuchiya', 'Kenji Sahara', ""Ken'ichirô Maruyama"", 'Seishirô Kuno', 'Yasuhiko Saijô', 'Susumu Kurobe', 'Kazuo Suzuki', 'Wataru Ômae', 'Chôtarô Tôgin', 'Osman Yusuf', 'Haruo Nakajima', 'Seiji Onaka', 'Yû Sekita', ""'Little Man' Machan""]",['Jun Fukuda'],"[""Shin'ichi Sekizawa"", 'Kazue Shiba']",52.0
720,Jason Goes to Hell: The Final Friday,1993.0,movie,"['Fantasy', 'Horror', 'Thriller']",4.2,30364.0,['United States'],['English'],"['John D. LeMay', 'Kari Keegan', 'Kane Hodder', 'Steven Williams', 'Steven Culp', 'Erin Gray', 'Rusty Schwimmer', 'Richard Gant', 'Leslie Jordan', 'Billy Green Bush', 'Kipp Marcus', 'Andrew Bloch', 'Adam Cranner', 'Allison Smith', 'Julie Michaels', 'James Gleason', 'Dean Lorey', 'Tony Ervolina', 'Diana Georger', 'Adam Marcus', 'Mark Thompson', 'Brian Phelps', 'Blake Conway', 'Madelon Curtis', 'Michelle Clunie', 'Michael B. Silver', 'Kathryn Atwood', 'Jonathan Penner', 'Harri James', 'Brooke Scher']",['Adam Marcus'],"['Jay Huguely', 'Adam Marcus', 'Dean Lorey']",4.0
721,Boa vs. Python,2004.0,video movie,"['Action', 'Adventure', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller']",2.8,3910.0,"['United States', 'Bulgaria']",['English'],"['David Hewlett', 'Jaime Bergman', 'Kirk B.R. Woller', 'Adamo Palladino', 'Angel Boris Reed', 'Mariana Stansheva', 'Griff Furst', 'Ivo Naidenov', 'George R. Sheffey', 'Atanas Srebrev', 'Harry Anichkin', 'Jeff Rank', 'Assen Blatechki', 'Velizar Binev', 'Jonas Talkington', 'Nikolai Sotirov', 'Ryan Spike Dauner', 'Dessi Morales', 'John Hansson', 'Uti Bachvarov', 'Edward McDermott', 'D.J. Johnson', 'John Klimas', 'Andres Rojas', 'Michelle Llorens', 'Shero Rauf']",['David Flores'],"['Chase Parker', 'Sam Wells', 'Bobby White']",99.0
722,Sharpe's Sword,1995.0,episode,"['Action', 'Adventure', 'Drama', 'History', 'War']",7.9,2237.0,['United Kingdom'],"['English', 'French', 'Latin']","['Sean Bean', ""Daragh O'Malley"", 'John Tams', 'Jason Salkey', 'Emily Mortimer', 'Patrick Fierry', 'James Purefoy', 'Stephen Moore', 'Hugh Ross', 'Michael Cochrane', 'John Kavanagh', 'Vernon Dobtcheff', 'Diana Perez', 'Pat Laffan', 'Walter McMonagle', 'Matthew Pannell', 'Robert White']",['Tom Clegg'],"['Eoghan Harris', 'Bernard Cornwell']",117.0
723,The Lower Depths,1957.0,movie,['Drama'],7.3,5186.0,['Japan'],['Japanese'],"['Toshirô Mifune', 'Isuzu Yamada', 'Kyôko Kagawa', 'Ganjirô Nakamura', 'Minoru Chiaki', 'Kamatari Fujiwara', 'Akemi Negishi', 'Nijiko Kiyokawa', 'Kôji Mitsui', 'Eijirô Tôno', 'Haruo Tanaka', 'Eiko Miyoshi', 'Bokuzen Hidari', 'Atsushi Watanabe', 'Kichijirô Ueda', 'Yû Fujiki', 'Fujitayama']",['Akira Kurosawa'],"['Maxim Gorky', 'Akira Kurosawa', 'Hideo Oguni']",96.0
724,Love Beat the Hell Outta Me,2000.0,movie,['Drama'],3.9,116.0,['United States'],['English'],"['Glenn Plummer', 'Terrence Howard', 'Clyde Risley Jones', 'Charles R. Penland', 'Kristen Andreotti', 'Shay Best', 'Tricia Cruz', 'Kimeyo Daniels', 'Somalia Goldsby', 'Jay King', 'Julissa Marquez', 'Rodger Reed', 'Phoenix Rivera', 'Charles Trahan', 'Tanesia Tramell', 'Raven Williams', 'Alexsandra Wright']",['Kennedy Goldsby'],['Kennedy Goldsby'],93.0
725,The Insider,1999.0,movie,"['Biography', 'Drama', 'Thriller']",7.8,165876.0,['United States'],"['English', 'Japanese', 'Arabic', 'Persian']","['Al Pacino', 'Russell Crowe', 'Christopher Plummer', 'Diane Venora', 'Philip Baker Hall', 'Lindsay Crouse', 'Debi Mazar', 'Stephen Tobolowsky', 'Colm Feore', 'Bruce McGill', 'Gina Gershon', 'Michael Gambon', 'Rip Torn', 'Lynne Thigpen', 'Hallie Eisenberg', 'Michael Paul Chan', 'Linda Hart', 'Robert Harper', 'Nestor Serrano', 'Pete Hamill', 'Wings Hauser', 'Cliff Curtis', 'Renee Olstead', 'Mike Moore', 'Gary Sandy', 'Willie C. Carpenter', 'Paul Butler', 'Jack Palladino', 'Megan Odebash', 'Roger Bart', 'Alan Desatti', 'Sayed Badreya', 'Chris Ufland', 'Douglas McGrath', 'Bill Sage', 'Joseph Hindy', 'Dennis Garber', 'Tim Grimm', 'Paul Perri', 'Wanda De Jesus', 'Robert Patrick Brink', 'Vincent Foster', 'James Harper', 'Eyal Podell', 'Breckin Meyer', 'David Roberson', 'Gregg E. Muravchick', 'William P. Bradford', 'David Clyde Carr', 'Ann Reskin', 'Claire Slemmer', 'Steve Salge', 'Derrick Jones', 'Donald F. Burbrink', 'Vyto Ruginis', 'George R. Parsons', 'Isodine Loury', 'Charlene Bosarge', 'Saemi Nakamura', 'Ronal G. Yokley', 'Bob Lazarus', 'Robert J. Ragno Jr.', 'Alvin L. Welch', 'Nathan Lewis Hill', 'Paula Bisbikos', 'Christi Evans', 'Knox White', 'Amy L. Caudill', 'Cara Briese', 'Brian Canberg', 'David C. Fisher', 'J.B. Flinn', 'Phil Hawn', 'Tom Jones', 'Zane Lamprey', 'Don Langley', 'Clyde Lee', 'Robert D. Parham', 'Roger Phenix', 'Scott Ritcher', 'Ted Speaker', 'Robbie G. Tomlin', 'Susan Wagner']",['Michael Mann'],"['Marie Brenner', 'Eric Roth', 'Michael Mann']",26.0
726,Saajan,1991.0,movie,"['Drama', 'Musical', 'Romance']",7.3,6517.0,['India'],['Hindi'],"['Sanjay Dutt', 'Madhuri Dixit', 'Salman Khan', 'Ekta Sohini', 'Laxmikant Berde', 'Kader Khan', 'Reema Lagoo', 'Anjana Mumtaz', 'Dinesh Hingoo', 'Yunus Parvez', 'Dipinti', 'Raja Duggal', 'Shalaka Karnik', 'Raju Shrestha', 'Poonam Shetty', 'Tej Sapru', 'Vikas Anand', 'Sudhakar Bokade', 'Master Imran', 'Pankaj Udhas', 'Piloo J. Wadia']","[""Lawrence D'Souza""]","['Reema Rakesh Nath', 'Reema Rakesh Nath', 'Reema Rakesh Nath']",108.0
727,The Deceivers,1988.0,movie,"['Adventure', 'Crime', 'Drama', 'Thriller']",6.1,1009.0,"['United Kingdom', 'India']","['English', 'Hindi', 'Sanskrit', 'Rajasthani']","['Pierce Brosnan', 'Shashi Kapoor', 'Saeed Jaffrey', 'Helena Michell', 'Keith Michell', 'David Robb', 'Tariq Yunus', 'Jalal Agha', 'Gary Cady', 'Salim Ghouse', 'Neena Gupta', 'Nayeem Hafizka', 'Bijaya Jena', 'H.N. Kalla', 'Kammo', 'Goga Kapoor', 'Manmohan Krishna', 'Harish Magon', 'Giles Masters', 'Ramesh Ranga', 'Dileep Singh Rathore', 'Hilla Sethna', 'R.P. Sondhi', 'Kanwaljit Singh', 'Shanmukha Srinivas', 'Dalip Tahil', 'Tim Van Rellim', 'Rajesh Vivek', 'Amin', 'Akbar Bakshi', 'Ramesh Goyal', 'Sham Kaushal', 'Haroon Khan', 'Nilesh Malhotra', 'Amerjit Deu', 'Manmauji']",['Nicholas Meyer'],"['John Masters', 'Michael Hirst']",78.0
728,Quincy Jones: In the Pocket,2001.0,episode,"['Documentary', 'Biography']",7.4,82.0,['United States'],['English'],"['Maya Angelou', 'Bill Clinton', 'Peggy Lipton', 'Sidney Poitier', 'Oprah Winfrey']",['Michael Kantor'],"['Michael Kantor', 'Anne Seidlitz']",92.0
729,The War Zone,1999.0,movie,"['Drama', 'Thriller']",7.3,10084.0,"['Italy', 'United Kingdom']",['English'],"['Annabelle Apsion', 'Kate Ashfield', 'Lara Belmont', 'Freddie Cunliffe', 'Colin Farrell', ""Aisling O'Sullivan"", 'Tilda Swinton', 'Megan Thorp', 'Kim Wall', 'Ray Winstone']",['Tim Roth'],"['Alexander Stuart', 'Alexander Stuart']",99.98411297440424
730,The Players Club,1998.0,movie,"['Comedy', 'Drama']",5.9,6568.0,['United States'],['English'],"['LisaRaye McCoy', 'Dick Anthony Williams', 'Judyann Elder', 'Chrystale Wilson', 'Adele Givens', 'Bernie Mac', 'Anthony Johnson', 'Jimmy Woodard', 'Montae Russell', 'Oren Williams', 'Monica Calhoun', 'Jossie Thacker', 'Lalanya Masters', 'Ursula Y. Houston', ""Annie O'Donnell"", 'Satari', 'Jamie Foxx', 'Tracey Cherelle Jones', 'Bettina Rae', 'Charlie Murphy', 'Terrence Howard', 'Larry McCoy', 'Alex Thomas', 'Ice Cube', 'Badja Djola', 'John Amos', 'Faizon Love', 'Ronn Riser', 'Big Boy', 'Tom Lister Jr.', 'Greg McDonald', 'Brett Wagner', 'Kenya D. Williamson', 'Nigel Thatch', 'Michael Clarke Duncan', 'Luther Campbell', 'Samuel Monroe Jr.', 'Master P', 'Keith Burke', 'Ski Carr', 'Erika Guillory', 'Clyde Risley Jones', 'Leilani Marie', 'Mba Shakoor', 'Ray Uhler', 'Annette Young']",['Ice Cube'],['Ice Cube'],99.98411297440424
731,Maggie and Annie,2002.0,movie,"['Drama', 'Romance', 'Sport']",4.6,245.0,['United States'],['English'],"['Amy Thiel', 'Joy Yandell', 'Adam Knox', 'Jennifer Steele', 'Lizzie Peet', 'Shannon Rossiter', 'Andrew Hamling', 'Paul Vito Abato', 'Jake L. Johnson', 'Johnny Rey Reyes', 'Ben Bar', 'Kenna Beauregard', 'Ali Weiss', 'Geoff Pearlman', 'Alison Mezey', 'Barbara Benner', 'Shari Kimberlin', 'Mati Ron', 'Lora Sarkis', 'Dave Bryan', 'Jillian Clare', 'Pablo Caballas', 'Danna Scruggs', 'Trinity Vasquez', 'Michelle Scruggs', 'Cathy Fisher', 'Tracy Ferguson', 'David Rosenhaus', 'Julie Keegan', 'Adrienne Turly', 'Dorothy Mackl', 'Chris Dalton', 'Brian Davidson Jr.', 'Michelle Wolkoys', 'Lena Walker', 'Loni Martinez', 'Debra Beauregard', 'Carolyn Fisher', 'Janet Braley', 'Suzanne Stephenson', 'Ginger Larson', 'Vicki Ashcroft', 'Jal Carbaljal', 'Wendy Chisam', 'Audra Jesulva', 'Kathee McCandless', 'Tracy Homan', 'Julie Krause', 'Jeannie Hiller', 'Sue Rhinehold', 'Connie Medeiros', 'Michelle Holmstedt', 'Shawn Scruggs', 'Kristen Perry']",['Kimberly K. Wilson'],['Kimberly K. Wilson'],102.0
732,Solas,1999.0,movie,['Drama'],7.6,3467.0,"['Spain', 'Canada']",['Spanish'],"['María Galiana', 'Ana Fernández', 'Carlos Álvarez-Nóvoa', 'Antonio Dechent', 'Paco De Osca', 'Juan Fernández', 'Miguel Alcíbar', 'Pilar Sánchez', 'Concha Galán', 'Paco Tous', 'Rosario Lara', 'Pepa Faraco', 'Estrella Távora', 'José Manuel Seda', 'Magdalena Barbero', 'Sebastián Haro', 'Práxedes Nieto', 'Manolo Linares', 'Talco', 'Pilar Romero', 'Gloria de Jesús', 'Benito Cordero', 'María Alfonsa Rosso', 'Rosario Pardo', 'Milagrosa Lozano', 'Mariana Cordero', 'Ana Aguilar', 'Maica Sánchez Caballero', 'Miguel A. Martos', 'Federico Rivelott', 'José Chaves', 'Cuca Escribano', 'Lara Grube']",['Benito Zambrano'],['Benito Zambrano'],106.0
733,Lover of the Last Empress,1995.0,movie,"['Drama', 'History']",5.6,273.0,['Hong Kong'],"['Cantonese', 'English']","['Chingmy Yau', 'Tony Ka Fai Leung', 'Rongguang Yu', 'Valerie Chow', 'Kwok-Pong Chan', 'Yim Lai Cheng', 'Gwan Chin', 'Ping Ha', 'Feng Ku', 'Shun Lau', 'Siu Liu Ying', 'King-Tan Yuen', 'Yvonne Hung Yung']",['Andrew Lau'],['Jing Wong'],112.0
734,Red Zone Cuba,1994.0,episode,"['Comedy', 'Sci-Fi']",6.5,585.0,['United States'],['English'],"['Trace Beaulieu', 'Michael J. Nelson', 'Jim Mallon', 'Kevin Murphy', 'Frank Conniff', 'Mary Jo Pehl']",['Trace Beaulieu'],"['Joel Hodgson', 'Michael J. Nelson', 'Trace Beaulieu']",99.98411297440424
735,Bloodfist III: Forced to Fight,1992.0,movie,['Action'],5.1,536.0,['United States'],['English'],"['Don Wilson', 'Richard Roundtree', 'Gregory McKinney', 'Rick Dean', 'Richard Paul', 'Charles Boswell', 'John Cardone', 'Brad Blaisdell', 'Stan Longinidis', 'Tony DiBenedetto', 'Andre Rosey Brown', 'J.W. Smith', 'Laura Stockman', 'Kevin Davis', 'Peter Cunningham', 'Bob Schott', 'Joe Garcia', 'Angelo Callahan', 'Jon Freedman', 'Max Hunter', 'Pat Anderson', 'Jeannie Bell', 'Ian Jacklin', 'JC Motes']",['Oley Sassone'],"['Allison Burnett', 'Charlie Mattera', 'Charlie Mattera']",93.0
736,Detonator II: Night Watch,1995.0,tv movie,"['Action', 'Thriller']",5.2,1619.0,"['United Kingdom', 'United States', 'Croatia']","['English', 'Korean', 'Dutch', 'French']","['Pierce Brosnan', 'Alexandra Paul', 'William Devane', 'Michael Shannon', 'Kay Siu Lim', 'Irene Ng', 'Hidde Maas', 'Tom Jansen', 'Tomislav Ralis', 'Harold Bone', 'Rolf Saxon', 'Natalie Roles', 'Kate Harper', 'Mark King', 'Terry Diab', 'Ron Berglas', 'Suncana Zelenika', 'Ron Li-Paz', 'Jasna Bilusic', 'Swee Lin Neo', 'Goran Visnjic', 'Rex Wei', 'Adrian Pang', 'Ed Miller', 'Paul Courtenay Hyu', 'Natasa Lusetis Rotheroe', 'Benedict Wong', 'Cecil Cheng', 'Daphne Cheung', 'David Cheung', 'Frano Lasic', 'Janna Jackson', 'Romo Gorrara']",['David Jackson'],"['Alistair MacLean', 'Alistair MacNeill', 'David Jackson']",85.0
737,Pirates of Silicon Valley,1999.0,tv movie,"['Biography', 'Drama', 'History']",7.2,24023.0,['United States'],['English'],"['Noah Wyle', 'Joey Slotnick', 'J.G. Hertzler', 'Anthony Michael Hall', 'Wayne Pére', 'Sheila Shaw', 'Gema Zamprogna', 'John DiMaggio', 'Josh Hopkins', 'Gailard Sartain', 'Allan Kolman', 'Richard Waltzer', 'Harris Mann', 'Clay Wilcox', 'Marcus Giamatti', 'Melissa McBride', 'Jeffrey Nordling', 'Marc Worden', 'Kelly Mullis', 'Rene Rivera', 'Rod Roeser', 'Lynne Marie Stewart', 'Nikita Ager', 'Brian Gattas', 'Paul Popowich', 'Doug Cox', 'Michael Francis Clarke', 'Michael Bryan French', 'Gerald McCullouch', 'Tammy Brady Conrad', 'Allan Royal', 'Bodhi Elfman', 'Holly Lewis', 'Robert Daniel Phelps', 'Brian Lester', 'Michael Chieffo', 'Wanda Christine', 'Karl Wiedergott', 'Brooke Radding', 'Kitty Swink', 'Alexander Enberg', 'Cardella Di Milo', 'Robert Pierce', 'Sherman Ferguson', 'Louie Spears', 'Louis Taylor', 'J.J. Cohen', 'Grady Hutt', 'Michael Laren', 'Jeffrey J. Ayers', 'Dean Chambers', 'Jason Lemons', 'Paul McMichael', 'Diane Robin', 'Nicholas Wilde']",['Martyn Burke'],"['Paul Freiberger', 'Michael Swaine', 'Martyn Burke']",56.0
738,Hum Aapke Hain Koun...!,1994.0,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",7.5,20232.0,['India'],['Hindi'],"['Madhuri Dixit', 'Salman Khan', 'Mohnish Bahl', 'Renuka Shahane', 'Alok Nath', 'Anupam Kher', 'Reema Lagoo', 'Bindu', 'Ajit Vachani', 'Satish Shah', 'Himani Shivpuri', 'Sahila Chaddha', 'Dilip Joshi', 'Laxmikant Berde', 'Priya Arun Berde', 'Redo', 'Srinivas Pathak', 'Dinesh Hingoo', 'Babbanlal Yadav', 'Abha Bhandari', 'Bala Dhingra', 'Sushil Verma', 'Pramode Kumar', 'Nandlal Jaiswal', 'Chhaya', 'Sudarshan', 'Jayshree R. Godbole', 'Kavita Kamath', 'Avani A. Patel', 'Deepali S. Kothari', 'Shweta Kalgutkar', 'Devshree R. Bhojak', 'Kinnary R. Bhojak', 'Harbans Darshan M. Arora', 'Kedarnath Saigal', 'Ratna Shetty', 'Shirley', 'Sunita']",['Sooraj R. Barjatya'],"['Sooraj R. Barjatya', 'Sooraj R. Barjatya']",103.0
739,Kuch Kuch Hota Hai,1998.0,movie,"['Comedy', 'Drama', 'Musical', 'Romance']",7.6,50343.0,['India'],['Hindi'],"['Shah Rukh Khan', 'Kajol', 'Rani Mukerji', 'Sana Saeed', 'Reema Lagoo', 'Farida Jalal', 'Archana Puran Singh', 'Himani Shivpuri', 'Johnny Lever', 'Anupam Kher', 'Parzaan Dastur', 'Salman Khan', 'Geeta Kapoor', 'Farah Khan', 'Nikkhil Advani', 'Neelam Kothari', 'Chettan Motiwalla']",['Karan Johar'],"['Karan Johar', 'Karan Johar', 'Karan Johar']",106.0
740,Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,1965.0,movie,"['Adventure', 'Comedy', 'Family']",7.0,8012.0,['United Kingdom'],"['English', 'French', 'German', 'Italian', 'Japanese']","['Stuart Whitman', 'Sarah Miles', 'James Fox', 'Alberto Sordi', 'Robert Morley', 'Gert Fröbe', 'Jean-Pierre Cassel', 'Irina Demick', 'Eric Sykes', 'Red Skelton', 'Terry-Thomas', 'Benny Hill', 'Yûjirô Ishihara', 'Flora Robson', 'Karl Michael Vogler', 'Sam Wanamaker', 'Eric Barker', 'Maurice Denham', 'Fred Emney', 'Gordon Jackson', 'Davy Kaye', 'John Le Mesurier', 'Jeremy Lloyd', 'Zena Marshall', 'Millicent Martin', 'Eric Pohlmann', 'Marjorie Rhodes', 'Norman Rossington', 'William Rushton', 'Graham Stark', 'Jimmy Thompson', 'Michael Trubshawe', 'Tony Hancock', 'James Robertson Justice', 'John Adams', 'Lewis Alexander', 'Baxter Annakin', 'Bernard Barnsley', 'William Baskiville', 'Joe Beckett', 'Sidonie Bond', 'Gerald Campion', 'Alf Casha', 'Pauline Challoner', 'Pauline Chamberlain', 'Robin Chapman', 'Arthur Collins', 'Cicely Courtneidge', 'Billy Dean', 'Vernon Dobtcheff', 'Maurice Dunster', 'Norman Fisher', 'Norma Foster', 'Chick Fowles', 'Arthur Goodman', 'Gary Graham', 'Victor Harrington', 'Max Howard', 'Gordon Humphries', 'Judy Huxtable', 'Juba Kennerley', 'Eric Kent', 'Nigel Kingsley', 'Ferdy Mayne', 'Manny Michael', 'Addo Miles', 'Bill Nagy', 'Michael Oscars', 'Steve Plytas', 'Charles Price', 'Edith Raye', 'Mike Read', 'Fred Real', 'Bill Rooney', 'Nicholas Smith', 'Paddy Smith', 'Ronnie Stevens', 'Kenjin Takari', 'Rita Tobin-Weske', 'James Ure', 'James Villiers', 'Pearl Walters', 'Philip Yardley']",['Ken Annakin'],"['Jack Davies', 'Ken Annakin']",125.0
741,Paheli,2005.0,movie,"['Comedy', 'Drama', 'Fantasy', 'Musical', 'Romance']",6.5,12944.0,['India'],['Hindi'],"['Shah Rukh Khan', 'Rani Mukerji', 'Anupam Kher', 'Naseeruddin Shah', 'Ratna Pathak Shah', 'Amitabh Bachchan', 'Suniel Shetty', 'Juhi Chawla', 'Dilip Prabhavalkar', 'Neena Kulkarni', 'Padma Rani', 'Sharvari Jamenis', 'Rajpal Yadav', 'Aditi Govitrikar', 'Palak Jain', 'Advait Trivedi', 'Somesh Agarwal', 'Mohan Bhandari', 'Rishi Deshpande', 'Preeti Gupta', 'A.K. Hangal', 'Vijay Mishra', 'Surendra Rajan', 'Nikhil Ratnaparkhi', 'Aashif Sheikh', 'Lekh Tandon', 'Anita Wahi']",['Amol Palekar'],"['Vijayadan Detha', 'Vijayadan Detha', 'Sandhya Gokhale']",175.0
742,Rip It Off,2001.0,movie,"['Crime', 'Drama', 'Thriller']",3.9,649.0,"['Canada', 'United States']",['English'],"['Jennifer Esposito', 'Alyson Hannigan', 'Steve Harris', 'Nastassja Kinski', 'Brian McCardie', 'Todd Field', 'Michael Cole', 'Alexis Denisof', 'Chris Ellis', 'Marcos A. Ferraez', 'Sophie B. Hawkins', 'Toby Huss', 'Freddy Rodríguez', 'Jose Yenque', 'Sandra Gould', 'Stanley Ross', 'Jack Wallace', 'Eric Winzenried', 'Clabe Hartley', 'Roxanne Hart', 'Paul Goodman', 'Adrian Ricard', 'Theodora Lynch', 'Karen Kondazian', 'Benjamin Lum', 'Stephanie Niznik', 'Brian George', 'Tom Dorfmeister', 'R.C. Everbeck', 'Kit Paraventi', 'Alaura Saber', 'Laura Alberts', 'Art Oughton', 'Morgan H. Margolis', 'Valerie Long', 'Loren Lazerine', 'Griffin Frazen', 'Teddy Lynch', 'Greg Bronson']",['Gigi Gaston'],"['Christian Gudegast', 'Paul Horsun', 'Paul Horsun']",47.0
743,Bloody Murder 2: Closing Camp,2003.0,video movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",4.4,1235.0,['United States'],"['English', 'Spanish']","['Katy Woodruff', 'Tyler Sedustine', 'Amanda Magarian', 'Kelly Gunning', 'Tiffany Shepis', 'Raymond Novarro Smith', 'Arthur Benjamin', 'Tom Mullen', 'Lane Anderson', 'Virginia Mendoza', 'John Colton', 'Carl Strecker', 'Benjamin Schneider']",['Rob Spera'],['John R. Stevenson'],110.0
744,The White Dragon,2004.0,movie,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance']",5.6,1106.0,['Hong Kong'],"['Cantonese', 'Mandarin']","['Francis Ng', 'Andy On', 'Lei Liu', 'Cecilia Cheung', 'Xiaolong Ding', 'Avi K. Garg', 'Shiu Hung Hui', 'Zhangjin Shi', 'Nei Suet', 'Patrick Tang', 'Kitty Yuen']",['Wilson Yip'],"['Yiu Fai Lo', 'Wilson Yip']",96.0
745,3-2-1 Penguins: The Doom Funnel Rescue,2002.0,video movie,"['Animation', 'Short', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",7.0,38.0,"['United States', 'Canada']",['English'],"['Mark Marten', 'Melissa Peterson', 'Kymberly Mellen', 'Ron Wells', 'Greg Mills', 'Page Hearn', 'Ron Smith', 'Tracy Johnson']",['Ron Smith'],"['Cydne Clark', 'Steve Granat', 'Cydne Clark']",94.0
746,Green Legend Ran,1992.0,video movie,"['Animation', 'Drama', 'Fantasy', 'Sci-Fi']",7.0,310.0,['Japan'],['Japanese'],"['Jason Gray-Stanford', 'Janyse Jaud', 'Takeshi Aono', 'Kinryû Arimoto', 'Kathleen Barr', 'Richard Ian Cox', 'Michael Dobson', 'Paul Dobson', 'Michael Donovan', 'Issei Futamata', 'Doc Harris', 'Michio Hazama', 'Joan Hurley', 'Kikuko Inoue', 'Masako Katsuki', 'David Kaye', 'Hidehiro Kikuchi', 'Terry Klassen', 'Mari Maruta', 'Blair Melanson', 'Rob Morton', 'Shigeru Nakahara', 'Daisuke Namikawa', ""Ken'ichi Ogata"", 'Kenichi Ono', 'John Payne', 'Gerard Plunkett', 'Susan Schiff', 'Yoku Shioya', 'Robert O. Smith', 'Akiko Takamura', 'Sherry Thoreson', 'Mahito Tsujimura', 'Chris Turner', 'Kôichi Yamadera', 'Ken Yamaguchi', 'Kiyoyuki Yanada', 'Mitsuki Yayoi', 'Mari Yokô']",['Satoshi Saga'],"['Hisashi Ezura', 'Kengo Inagaki', 'Kazuyuki Miyamae']",120.0
